unit,Date,Hour,Lmax,Lmin,LmaxR,LminR,Umax,Umin,period
THERMAL05,15/06/2018,17,399.5,344.1,471.7,325.6,1,0,40
THERMAL06,15/06/2018,17,1567.2,1133.8,1404.4,946.3,1,0,40
THERMAL07,15/06/2018,17,1288.1,925.4,1139.0,919.6,1,0,40
THERMAL08,15/06/2018,17,1291.4,822.4,1319.6,823.5,1,0,40
THERMAL09,15/06/2018,17,1312.3,901.9,1355.0,860.3,1,0,40
THERMAL10,15/06/2018,17,1331.4,535.1,1698.7,502.3,1,0,40
THERMAL11,15/06/2018,17,1879.4,776.0,2076.7,757.8,1,0,40
THERMAL12,15/06/2018,17,864.1,232.9,827.2,200.2,1,0,40
THERMAL13,15/06/2018,17,469.9,342.9,519.4,308.1,1,0,40
THERMAL14,15/06/2018,17,493.1,330.1,454.6,338.0,1,0,40
THERMAL15,15/06/2018,17,420.6,330.8,484.0,289.2,1,0,40
THERMAL16,15/06/2018,17,871.6,616.8,940.4,682.9,1,0,40
THERMAL17,15/06/2018,17,903.4,677.3,894.4,622.4,1,0,40
THERMAL18,15/06/2018,17,1309.4,1148.2,1372.6,1030.3,1,0,40
THERMAL19,15/06/2018,17,1225.0,910.0,1338.0,775.4,1,0,40
THERMAL20,15/06/2018,17,1147.7,813.0,1290.5,791.7,1,0,40
THERMAL21,15/06/2018,17,1358.0,890.8,1185.4,896.4,1,0,40
THERMAL22,15/06/2018,17,1119.7,900.2,1262.3,917.3,1,0,40
THERMAL23,15/06/2018,17,1329.7,929.6,1274.7,857.6,1,0,40
THERMAL24,15/06/2018,17,1344.4,567.4,1583.8,519.9,1,0,40
THERMAL25,15/06/2018,17,2180.2,646.6,2490.9,539.3,1,0,40
THERMAL01,15/06/2018,18,277.2,170.8,284.5,180.0,1,0,41
THERMAL02,15/06/2018,18,265.3,178.2,287.9,164.2,1,0,41
THERMAL03,15/06/2018,18,300.8,233.6,286.8,221.2,1,0,41
THERMAL04,15/06/2018,18,458.4,306.0,500.4,324.2,1,0,41
THERMAL05,15/06/2018,18,478.4,346.2,494.2,328.1,1,0,41
THERMAL06,15/06/2018,18,1482.3,1013.1,1495.1,1105.8,1,0,41
THERMAL07,15/06/2018,18,1220.4,949.2,1382.3,933.4,1,0,41
THERMAL08,15/06/2018,18,1281.7,904.4,1293.8,810.3,1,0,41
THERMAL09,15/06/2018,18,1188.1,835.0,1255.0,939.2,1,0,41
THERMAL10,15/06/2018,18,1384.2,547.7,1745.9,544.2,1,0,41
THERMAL11,15/06/2018,18,2097.9,823.9,2100.1,747.0,1,0,41
THERMAL12,15/06/2018,18,823.4,274.9,884.2,221.8,1,0,41
THERMAL13,15/06/2018,18,472.4,294.1,448.8,310.1,1,0,41
THERMAL14,15/06/2018,18,466.3,343.5,475.0,340.2,1,0,41
THERMAL15,15/06/2018,18,459.3,338.0,475.2,284.6,1,0,41
THERMAL16,15/06/2018,18,833.1,699.7,951.1,577.7,1,0,41
THERMAL17,15/06/2018,18,859.1,643.1,1032.4,655.4,1,0,41
THERMAL18,15/06/2018,18,1521.1,1024.0,1444.7,1025.6,1,0,41
THERMAL19,15/06/2018,18,1230.5,837.4,1334.0,804.7,1,0,41
THERMAL20,15/06/2018,18,1168.4,820.4,1358.9,920.7,1,0,41
THERMAL21,15/06/2018,18,1302.6,835.8,1418.4,826.5,1,0,41
THERMAL22,15/06/2018,18,1263.2,923.5,1366.3,935.5,1,0,41
THERMAL23,15/06/2018,18,1267.1,965.4,1280.9,890.4,1,0,41
THERMAL24,15/06/2018,18,1364.2,572.3,1577.0,465.2,1,0,41
THERMAL25,15/06/2018,18,2298.4,566.8,2164.7,461.5,1,0,41
THERMAL01,15/06/2018,19,291.8,190.7,275.6,187.3,1,0,42
THERMAL02,15/06/2018,19,239.6,195.3,259.7,181.4,1,0,42
THERMAL03,15/06/2018,19,300.3,213.6,314.1,188.6,1,0,42
THERMAL04,15/06/2018,19,409.7,291.7,421.3,300.3,1,0,42
THERMAL05,15/06/2018,19,391.4,330.1,471.0,289.4,1,0,42
THERMAL06,15/06/2018,19,1552.4,1005.4,1417.8,997.3,1,0,42
THERMAL07,15/06/2018,19,1096.9,952.1,1241.5,814.0,1,0,42
THERMAL08,15/06/2018,19,1192.7,879.1,1187.0,858.3,1,0,42
THERMAL09,15/06/2018,19,1317.8,977.7,1210.8,884.1,1,0,42
THERMAL10,15/06/2018,19,1316.8,531.5,1736.2,530.1,1,0,42
THERMAL11,15/06/2018,19,2130.7,803.3,2278.8,671.8,1,0,42
THERMAL12,15/06/2018,19,860.1,240.6,782.0,209.3,1,0,42
THERMAL13,15/06/2018,19,426.8,292.3,491.7,290.5,1,0,42
THERMAL14,15/06/2018,19,447.5,291.0,462.7,284.7,1,0,42
THERMAL15,15/06/2018,19,473.7,304.4,516.4,321.8,1,0,42
THERMAL16,15/06/2018,19,927.0,674.5,1006.0,687.2,1,0,42
THERMAL17,15/06/2018,19,928.2,675.1,845.0,588.1,1,0,42
THERMAL18,15/06/2018,19,1559.6,1159.0,1375.9,1099.4,1,0,42
THERMAL19,15/06/2018,19,1310.8,869.9,1195.4,915.0,1,0,42
THERMAL20,15/06/2018,19,1321.4,854.4,1226.0,809.0,1,0,42
THERMAL21,15/06/2018,19,1156.5,983.6,1316.4,846.2,1,0,42
THERMAL22,15/06/2018,19,1142.0,959.6,1414.4,914.3,1,0,42
THERMAL23,15/06/2018,19,1316.8,812.1,1341.1,867.0,1,0,42
THERMAL24,15/06/2018,19,1205.1,612.6,1585.7,531.6,1,0,42
THERMAL25,15/06/2018,19,2136.2,661.6,2189.2,502.6,1,0,42
THERMAL01,15/06/2018,20,279.3,183.6,275.3,175.6,1,0,43
THERMAL02,15/06/2018,20,288.0,172.5,308.3,166.0,1,0,43
THERMAL03,15/06/2018,20,268.0,193.6,274.1,219.0,1,0,43
THERMAL04,15/06/2018,20,431.5,317.4,473.4,322.4,1,0,43
THERMAL05,15/06/2018,20,422.7,287.2,428.9,339.7,1,0,43
THERMAL06,15/06/2018,20,1313.0,1149.7,1645.2,1091.6,1,0,43
THERMAL07,15/06/2018,20,1234.3,958.8,1272.0,876.5,1,0,43
THERMAL08,15/06/2018,20,1167.4,929.6,1229.3,803.1,1,0,43
THERMAL09,15/06/2018,20,1098.4,934.3,1351.7,944.1,1,0,43
THERMAL10,15/06/2018,20,1406.5,611.4,1705.5,454.4,1,0,43
THERMAL11,15/06/2018,20,2044.7,788.4,2117.0,741.9,1,0,43
THERMAL12,15/06/2018,20,725.8,253.4,781.6,220.2,1,0,43
THERMAL13,15/06/2018,20,482.3,313.0,453.8,314.0,1,0,43
THERMAL14,15/06/2018,20,422.6,324.7,438.2,300.6,1,0,43
THERMAL15,15/06/2018,20,433.2,320.5,434.6,332.2,1,0,43
THERMAL16,15/06/2018,20,897.7,660.0,919.1,586.6,1,0,43
THERMAL17,15/06/2018,20,859.1,615.0,861.7,661.4,1,0,43
THERMAL18,15/06/2018,20,1450.4,1019.1,1635.5,974.9,1,0,43
THERMAL19,15/06/2018,20,1190.3,964.1,1285.5,922.1,1,0,43
THERMAL20,15/06/2018,20,1170.4,940.1,1377.8,824.8,1,0,43
THERMAL21,15/06/2018,20,1183.4,837.4,1205.6,876.9,1,0,43
THERMAL22,15/06/2018,20,1171.8,800.3,1220.7,871.5,1,0,43
THERMAL23,15/06/2018,20,1159.7,846.9,1327.4,940.1,1,0,43
THERMAL24,15/06/2018,20,1173.9,595.4,1499.4,475.1,1,0,43
THERMAL25,15/06/2018,20,2315.0,592.5,2157.0,482.2,1,0,43
THERMAL01,15/06/2018,21,258.9,179.2,271.5,191.6,1,0,44
THERMAL02,15/06/2018,21,264.8,166.3,284.5,181.2,1,0,44
THERMAL03,15/06/2018,21,262.6,211.8,304.4,221.3,1,0,44
THERMAL04,15/06/2018,21,424.0,307.9,441.5,314.5,1,0,44
THERMAL05,15/06/2018,21,461.3,318.1,489.3,331.4,1,0,44
THERMAL06,15/06/2018,21,1495.5,1020.9,1471.1,1106.5,1,0,44
THERMAL07,15/06/2018,21,1164.9,941.5,1235.7,928.3,1,0,44
THERMAL08,15/06/2018,21,1105.3,841.3,1309.7,857.0,1,0,44
THERMAL09,15/06/2018,21,1194.7,940.1,1341.6,946.8,1,0,44
THERMAL10,15/06/2018,21,1547.2,559.1,1618.1,545.0,1,0,44
THERMAL11,15/06/2018,21,2096.7,833.8,2269.8,761.3,1,0,44
THERMAL12,15/06/2018,21,848.6,230.3,940.8,202.1,1,0,44
THERMAL13,15/06/2018,21,468.0,329.8,480.8,319.2,1,0,44
THERMAL14,15/06/2018,21,463.4,338.5,520.3,304.4,1,0,44
THERMAL15,15/06/2018,21,433.4,317.5,471.1,310.2,1,0,44
THERMAL16,15/06/2018,21,966.5,691.2,982.8,701.8,1,0,44
THERMAL17,15/06/2018,21,824.3,616.4,910.7,650.7,1,0,44
THERMAL18,15/06/2018,21,1394.4,1084.1,1474.7,926.8,1,0,44
THERMAL19,15/06/2018,21,1176.3,832.1,1238.0,783.8,1,0,44
THERMAL20,15/06/2018,21,1139.2,874.0,1184.0,836.8,1,0,44
THERMAL21,15/06/2018,21,1176.0,846.4,1273.5,785.7,1,0,44
THERMAL22,15/06/2018,21,1286.5,850.9,1162.5,933.8,1,0,44
THERMAL23,15/06/2018,21,1215.3,824.1,1421.2,800.1,1,0,44
THERMAL24,15/06/2018,21,1226.1,618.6,1517.3,531.8,1,0,44
THERMAL25,15/06/2018,21,2216.5,621.4,2417.0,539.4,1,0,44
THERMAL01,15/06/2018,22,255.5,183.0,266.2,177.9,1,0,45
THERMAL02,15/06/2018,22,251.1,164.9,285.8,179.2,1,0,45
THERMAL03,15/06/2018,22,303.7,195.5,306.5,219.4,1,0,45
THERMAL04,15/06/2018,22,420.0,317.3,502.1,303.9,1,0,45
THERMAL05,15/06/2018,22,426.9,291.1,464.9,330.5,1,0,45
THERMAL06,15/06/2018,22,1386.4,1139.6,1418.7,1085.9,1,0,45
THERMAL07,15/06/2018,22,1094.8,836.2,1361.1,800.3,1,0,45
THERMAL08,15/06/2018,22,1130.4,860.2,1223.3,857.4,1,0,45
THERMAL09,15/06/2018,22,1137.5,851.5,1298.9,942.0,1,0,45
THERMAL10,15/06/2018,22,1484.4,605.2,1728.9,541.7,1,0,45
THERMAL11,15/06/2018,22,1867.4,744.0,2161.3,639.2,1,0,45
THERMAL12,15/06/2018,22,825.4,243.3,943.8,231.5,1,0,45
THERMAL13,15/06/2018,22,469.8,333.2,454.4,281.0,1,0,45
THERMAL14,15/06/2018,22,429.2,351.1,469.7,283.6,1,0,45
THERMAL15,15/06/2018,22,455.8,326.0,507.9,306.4,1,0,45
THERMAL16,15/06/2018,22,880.4,725.8,989.0,656.5,1,0,45
THERMAL17,15/06/2018,22,989.7,697.8,1036.8,578.7,1,0,45
THERMAL18,15/06/2018,22,1543.7,1076.9,1618.4,1079.9,1,0,45
THERMAL19,15/06/2018,22,1105.7,896.3,1159.7,948.3,1,0,45
THERMAL20,15/06/2018,22,1224.7,857.2,1204.6,805.4,1,0,45
THERMAL21,15/06/2018,22,1157.7,958.2,1370.7,778.8,1,0,45
THERMAL22,15/06/2018,22,1310.7,824.6,1284.5,843.8,1,0,45
THERMAL23,15/06/2018,22,1198.5,965.8,1280.9,819.6,1,0,45
THERMAL24,15/06/2018,22,1327.2,527.7,1521.0,461.3,1,0,45
THERMAL25,15/06/2018,22,1943.6,606.3,2461.0,516.3,1,0,45
THERMAL01,15/06/2018,23,258.5,187.6,272.2,191.4,1,0,46
THERMAL02,15/06/2018,23,246.4,201.3,297.0,192.9,1,0,46
THERMAL03,15/06/2018,23,307.2,232.4,332.8,208.7,1,0,46
THERMAL04,15/06/2018,23,442.4,339.8,476.9,299.8,1,0,46
THERMAL05,15/06/2018,23,448.4,338.7,410.8,311.9,1,0,46
THERMAL06,15/06/2018,23,1378.6,1026.3,1509.0,1125.5,1,0,46
THERMAL07,15/06/2018,23,1223.9,814.4,1279.0,788.5,1,0,46
THERMAL08,15/06/2018,23,1216.0,825.5,1164.4,797.7,1,0,46
THERMAL09,15/06/2018,23,1225.3,951.8,1295.5,954.7,1,0,46
THERMAL10,15/06/2018,23,1339.9,559.8,1741.4,503.0,1,0,46
THERMAL11,15/06/2018,23,1845.1,829.5,2027.9,708.9,1,0,46
THERMAL12,15/06/2018,23,821.0,248.1,927.2,222.1,1,0,46
THERMAL13,15/06/2018,23,428.7,347.4,501.8,331.1,1,0,46
THERMAL14,15/06/2018,23,412.0,340.8,515.3,296.4,1,0,46
THERMAL15,15/06/2018,23,446.4,295.3,522.1,326.6,1,0,46
THERMAL16,15/06/2018,23,938.4,608.2,895.9,601.2,1,0,46
THERMAL17,15/06/2018,23,965.2,704.3,911.4,663.6,1,0,46
THERMAL18,15/06/2018,23,1506.3,1100.7,1562.3,998.9,1,0,46
THERMAL19,15/06/2018,23,1238.1,882.4,1235.1,896.6,1,0,46
THERMAL20,15/06/2018,23,1304.1,825.8,1283.1,885.7,1,0,46
THERMAL21,15/06/2018,23,1200.8,852.2,1218.9,895.7,1,0,46
THERMAL22,15/06/2018,23,1186.2,917.7,1274.1,907.6,1,0,46
THERMAL23,15/06/2018,23,1163.7,937.6,1359.1,864.7,1,0,46
THERMAL24,15/06/2018,23,1283.1,524.6,1530.1,503.9,1,0,46
THERMAL25,15/06/2018,23,2164.0,661.9,2138.1,538.0,1,0,46
THERMAL01,15/06/2018,24,264.9,198.3,289.1,192.8,1,0,47
THERMAL02,15/06/2018,24,292.7,164.3,304.9,179.6,1,0,47
THERMAL03,15/06/2018,24,262.7,225.4,271.5,190.6,1,0,47
THERMAL04,15/06/2018,24,429.9,297.4,469.9,280.1,1,0,47
THERMAL05,15/06/2018,24,392.4,292.9,478.8,278.0,1,0,47
THERMAL06,15/06/2018,24,1309.7,1116.2,1519.4,955.5,1,0,47
THERMAL07,15/06/2018,24,1140.2,872.4,1340.8,788.1,1,0,47
THERMAL08,15/06/2018,24,1250.6,887.7,1381.2,797.4,1,0,47
THERMAL09,15/06/2018,24,1201.7,963.6,1135.3,900.3,1,0,47
THERMAL10,15/06/2018,24,1394.1,602.3,1711.2,541.5,1,0,47
THERMAL11,15/06/2018,24,2051.4,770.2,2058.3,711.0,1,0,47
THERMAL12,15/06/2018,24,754.8,252.0,895.6,205.4,1,0,47
THERMAL13,15/06/2018,24,492.4,288.7,508.2,286.4,1,0,47
THERMAL14,15/06/2018,24,434.0,290.2,448.0,295.4,1,0,47
THERMAL15,15/06/2018,24,466.7,339.9,524.2,278.1,1,0,47
THERMAL16,15/06/2018,24,907.4,634.5,900.5,599.9,1,0,47
THERMAL17,15/06/2018,24,950.1,706.4,1004.4,655.7,1,0,47
THERMAL18,15/06/2018,24,1404.1,1133.7,1379.5,1099.9,1,0,47
THERMAL19,15/06/2018,24,1334.6,874.0,1217.4,815.7,1,0,47
THERMAL20,15/06/2018,24,1329.6,859.5,1188.3,847.3,1,0,47
THERMAL21,15/06/2018,24,1207.2,915.9,1342.0,803.3,1,0,47
THERMAL22,15/06/2018,24,1315.5,841.0,1343.4,900.3,1,0,47
THERMAL23,15/06/2018,24,1267.9,954.2,1407.1,949.6,1,0,47
THERMAL24,15/06/2018,24,1218.0,574.1,1459.8,520.2,1,0,47
THERMAL25,15/06/2018,24,2011.7,634.6,2571.3,481.0,1,0,47
THERMAL01,16/06/2018,1,259.7,193.2,280.2,183.9,1,0,48
THERMAL02,16/06/2018,1,256.0,198.4,254.5,189.1,1,0,48
THERMAL03,16/06/2018,1,294.6,234.7,322.8,202.2,1,0,48
THERMAL04,16/06/2018,1,396.2,318.9,497.3,300.7,1,0,48
THERMAL05,16/06/2018,1,452.3,308.2,495.1,335.9,1,0,48
THERMAL06,16/06/2018,1,1401.7,1075.4,1415.2,1139.6,1,0,48
THERMAL07,16/06/2018,1,1176.8,864.6,1305.3,799.4,1,0,48
THERMAL08,16/06/2018,1,1217.0,974.6,1196.6,906.8,1,0,48
THERMAL09,16/06/2018,1,1182.0,842.8,1279.9,842.2,1,0,48
THERMAL10,16/06/2018,1,1598.4,521.7,1444.7,545.5,1,0,48
THERMAL11,16/06/2018,1,1807.9,835.2,2291.9,744.3,1,0,48
THERMAL12,16/06/2018,1,713.6,250.4,925.9,217.2,1,0,48
THERMAL13,16/06/2018,1,425.8,324.6,469.1,305.0,1,0,48
THERMAL14,16/06/2018,1,454.6,316.1,445.7,303.3,1,0,48
THERMAL15,16/06/2018,1,443.6,325.1,467.8,295.7,1,0,48
THERMAL16,16/06/2018,1,910.0,672.6,891.3,681.7,1,0,48
THERMAL17,16/06/2018,1,977.6,686.5,860.2,654.6,1,0,48
THERMAL18,16/06/2018,1,1532.2,1087.9,1619.3,1044.2,1,0,48
THERMAL19,16/06/2018,1,1199.1,943.6,1222.6,784.6,1,0,48
THERMAL20,16/06/2018,1,1166.1,935.7,1202.0,890.7,1,0,48
THERMAL21,16/06/2018,1,1335.1,899.6,1244.4,932.0,1,0,48
THERMAL22,16/06/2018,1,1144.6,887.6,1302.0,803.2,1,0,48
THERMAL23,16/06/2018,1,1195.2,847.6,1372.5,861.7,1,0,48
THERMAL24,16/06/2018,1,1240.3,618.9,1423.9,488.4,1,0,48
THERMAL25,16/06/2018,1,2265.0,570.7,2587.1,498.2,1,0,48
THERMAL01,16/06/2018,2,275.6,188.1,283.9,160.9,1,0,49
THERMAL02,16/06/2018,2,268.3,191.6,288.8,186.4,1,0,49
THERMAL03,16/06/2018,2,274.7,198.0,275.0,205.7,1,0,49
THERMAL04,16/06/2018,2,447.9,335.3,489.0,296.0,1,0,49
THERMAL05,16/06/2018,2,413.9,290.7,464.7,319.7,1,0,49
THERMAL06,16/06/2018,2,1470.4,1076.7,1361.5,1132.3,1,0,49
THERMAL07,16/06/2018,2,1112.5,874.8,1163.1,870.4,1,0,49
THERMAL08,16/06/2018,2,1158.5,953.9,1283.7,818.9,1,0,49
THERMAL09,16/06/2018,2,1091.3,856.1,1300.3,879.1,1,0,49
THERMAL10,16/06/2018,2,1549.2,513.4,1612.0,455.1,1,0,49
THERMAL11,16/06/2018,2,2024.9,804.9,2363.0,717.8,1,0,49
THERMAL12,16/06/2018,2,709.2,229.4,852.0,218.6,1,0,49
THERMAL13,16/06/2018,2,485.1,315.6,508.9,326.5,1,0,49
THERMAL14,16/06/2018,2,465.1,308.5,439.4,314.9,1,0,49
THERMAL15,16/06/2018,2,427.5,289.5,443.9,292.2,1,0,49
THERMAL16,16/06/2018,2,988.4,669.9,933.8,619.4,1,0,49
THERMAL17,16/06/2018,2,829.4,633.9,933.8,679.7,1,0,49
THERMAL18,16/06/2018,2,1344.5,1047.5,1547.7,1084.6,1,0,49
THERMAL19,16/06/2018,2,1188.7,983.5,1235.1,777.3,1,0,49
THERMAL20,16/06/2018,2,1284.6,926.7,1181.2,865.0,1,0,49
THERMAL21,16/06/2018,2,1113.0,819.0,1257.9,889.6,1,0,49
THERMAL22,16/06/2018,2,1318.9,916.1,1306.9,843.2,1,0,49
THERMAL23,16/06/2018,2,1111.2,925.5,1203.5,927.1,1,0,49
THERMAL24,16/06/2018,2,1219.8,522.6,1417.3,470.5,1,0,49
THERMAL25,16/06/2018,2,2184.2,557.5,2168.9,486.4,1,0,49
THERMAL01,16/06/2018,3,244.8,180.3,263.4,189.7,1,0,50
THERMAL02,16/06/2018,3,269.4,183.9,287.5,190.0,1,0,50
THERMAL03,16/06/2018,3,303.4,199.7,299.0,214.5,1,0,50
THERMAL04,16/06/2018,3,450.6,305.4,437.3,303.2,1,0,50
THERMAL05,16/06/2018,3,437.7,292.5,448.1,299.7,1,0,50
THERMAL06,16/06/2018,3,1467.9,997.7,1444.9,940.7,1,0,50
THERMAL07,16/06/2018,3,1281.9,862.5,1261.2,861.9,1,0,50
THERMAL08,16/06/2018,3,1227.6,963.2,1232.6,801.4,1,0,50
THERMAL09,16/06/2018,3,1293.6,962.6,1322.2,850.9,1,0,50
THERMAL10,16/06/2018,3,1339.8,583.0,1436.5,483.4,1,0,50
THERMAL11,16/06/2018,3,1869.4,824.4,2174.0,784.4,1,0,50
THERMAL12,16/06/2018,3,708.0,226.5,842.6,233.5,1,0,50
THERMAL13,16/06/2018,3,486.9,302.0,495.9,333.7,1,0,50
THERMAL14,16/06/2018,3,410.1,307.5,454.7,303.6,1,0,50
THERMAL15,16/06/2018,3,451.4,323.6,451.9,285.2,1,0,50
THERMAL16,16/06/2018,3,919.1,636.0,954.1,676.2,1,0,50
THERMAL17,16/06/2018,3,917.9,665.4,865.6,642.2,1,0,50
THERMAL18,16/06/2018,3,1569.8,1001.8,1449.8,945.5,1,0,50
THERMAL19,16/06/2018,3,1158.8,948.1,1163.5,949.9,1,0,50
THERMAL20,16/06/2018,3,1149.8,908.6,1386.5,790.1,1,0,50
THERMAL21,16/06/2018,3,1315.2,978.2,1179.7,822.5,1,0,50
THERMAL22,16/06/2018,3,1150.1,858.2,1202.9,821.3,1,0,50
THERMAL23,16/06/2018,3,1365.4,896.6,1177.6,780.2,1,0,50
THERMAL24,16/06/2018,3,1257.6,621.6,1460.7,530.0,1,0,50
THERMAL25,16/06/2018,3,2038.9,583.4,2325.7,518.6,1,0,50
THERMAL01,16/06/2018,4,247.2,173.5,262.7,163.2,1,0,51
THERMAL02,16/06/2018,4,275.1,190.6,255.4,171.1,1,0,51
THERMAL03,16/06/2018,4,278.2,225.4,306.5,186.0,1,0,51
THERMAL04,16/06/2018,4,478.0,309.1,442.3,300.9,1,0,51
THERMAL05,16/06/2018,4,434.6,316.5,470.3,306.8,1,0,51
THERMAL06,16/06/2018,4,1321.3,1016.9,1453.6,1090.6,1,0,51
THERMAL07,16/06/2018,4,1293.3,864.0,1320.2,910.5,1,0,51
THERMAL08,16/06/2018,4,1150.1,911.6,1287.2,851.5,1,0,51
THERMAL09,16/06/2018,4,1240.0,874.9,1334.1,790.3,1,0,51
THERMAL10,16/06/2018,4,1385.5,537.0,1644.1,454.4,1,0,51
THERMAL11,16/06/2018,4,1830.3,775.7,2139.4,767.5,1,0,51
THERMAL12,16/06/2018,4,822.9,247.4,888.2,212.3,1,0,51
THERMAL13,16/06/2018,4,470.3,299.6,431.8,330.3,1,0,51
THERMAL14,16/06/2018,4,467.4,311.8,449.4,337.2,1,0,51
THERMAL15,16/06/2018,4,461.1,316.1,435.1,301.3,1,0,51
THERMAL16,16/06/2018,4,871.1,644.3,882.8,695.6,1,0,51
THERMAL17,16/06/2018,4,903.1,592.5,995.8,631.8,1,0,51
THERMAL18,16/06/2018,4,1296.9,1179.8,1432.2,1126.9,1,0,51
THERMAL19,16/06/2018,4,1126.0,966.8,1150.1,809.8,1,0,51
THERMAL20,16/06/2018,4,1104.9,893.6,1357.4,841.0,1,0,51
THERMAL21,16/06/2018,4,1194.7,806.4,1181.1,881.1,1,0,51
THERMAL22,16/06/2018,4,1137.3,814.2,1306.1,795.3,1,0,51
THERMAL23,16/06/2018,4,1166.6,900.4,1346.5,944.4,1,0,51
THERMAL24,16/06/2018,4,1377.7,590.6,1505.8,496.6,1,0,51
THERMAL25,16/06/2018,4,2138.7,556.2,2243.4,449.0,1,0,51
THERMAL01,16/06/2018,5,288.7,176.5,298.8,167.9,1,0,52
THERMAL02,16/06/2018,5,241.3,196.2,299.0,187.2,1,0,52
THERMAL03,16/06/2018,5,283.7,221.6,293.9,208.3,1,0,52
THERMAL04,16/06/2018,5,473.5,326.1,489.4,337.0,1,0,52
THERMAL05,16/06/2018,5,424.5,334.4,409.1,337.5,1,0,52
THERMAL06,16/06/2018,5,1357.6,1163.3,1347.9,926.1,1,0,52
THERMAL07,16/06/2018,5,1247.4,888.9,1365.6,896.1,1,0,52
THERMAL08,16/06/2018,5,1195.1,879.9,1276.5,809.5,1,0,52
THERMAL09,16/06/2018,5,1292.3,933.7,1241.0,795.9,1,0,52
THERMAL10,16/06/2018,5,1313.0,583.2,1698.2,515.5,1,0,52
THERMAL11,16/06/2018,5,1882.1,808.4,2231.1,667.9,1,0,52
THERMAL12,16/06/2018,5,819.1,237.1,942.6,206.2,1,0,52
THERMAL13,16/06/2018,5,419.3,286.5,466.6,313.0,1,0,52
THERMAL14,16/06/2018,5,431.8,305.8,490.1,284.6,1,0,52
THERMAL15,16/06/2018,5,436.0,289.5,451.5,314.8,1,0,52
THERMAL16,16/06/2018,5,870.2,610.7,859.9,615.2,1,0,52
THERMAL17,16/06/2018,5,985.4,724.7,861.4,686.2,1,0,52
THERMAL18,16/06/2018,5,1521.0,1100.5,1452.6,954.9,1,0,52
THERMAL19,16/06/2018,5,1086.7,871.4,1387.5,906.2,1,0,52
THERMAL20,16/06/2018,5,1239.4,809.4,1231.0,948.7,1,0,52
THERMAL21,16/06/2018,5,1343.8,878.9,1238.2,913.1,1,0,52
THERMAL22,16/06/2018,5,1255.5,932.7,1400.7,814.9,1,0,52
THERMAL23,16/06/2018,5,1317.5,807.4,1233.8,795.5,1,0,52
THERMAL24,16/06/2018,5,1373.7,600.8,1440.0,536.6,1,0,52
THERMAL25,16/06/2018,5,2154.1,654.5,2247.5,509.3,1,0,52
THERMAL01,16/06/2018,6,271.7,196.2,308.0,158.2,1,0,53
THERMAL02,16/06/2018,6,266.3,202.2,263.8,189.2,1,0,53
THERMAL03,16/06/2018,6,311.6,200.8,320.7,188.4,1,0,53
THERMAL04,16/06/2018,6,457.0,326.3,459.2,316.1,1,0,53
THERMAL05,16/06/2018,6,415.1,310.6,422.5,283.1,1,0,53
THERMAL06,16/06/2018,6,1411.2,1008.8,1568.0,1018.6,1,0,53
THERMAL07,16/06/2018,6,1210.5,907.2,1301.5,895.4,1,0,53
THERMAL08,16/06/2018,6,1251.1,800.1,1240.0,802.2,1,0,53
THERMAL09,16/06/2018,6,1285.3,915.7,1174.0,944.4,1,0,53
THERMAL10,16/06/2018,6,1509.7,615.2,1719.2,484.8,1,0,53
THERMAL11,16/06/2018,6,1798.5,800.2,2169.3,741.5,1,0,53
THERMAL12,16/06/2018,6,726.8,275.4,922.6,202.6,1,0,53
THERMAL13,16/06/2018,6,477.9,291.1,489.1,334.5,1,0,53
THERMAL14,16/06/2018,6,414.5,312.8,446.7,330.1,1,0,53
THERMAL15,16/06/2018,6,451.8,314.5,485.1,322.2,1,0,53
THERMAL16,16/06/2018,6,941.5,622.6,1014.8,704.7,1,0,53
THERMAL17,16/06/2018,6,840.8,675.5,961.6,675.6,1,0,53
THERMAL18,16/06/2018,6,1352.8,1007.3,1616.6,979.3,1,0,53
THERMAL19,16/06/2018,6,1203.0,826.2,1257.9,802.2,1,0,53
THERMAL20,16/06/2018,6,1315.9,857.3,1322.6,885.6,1,0,53
THERMAL21,16/06/2018,6,1292.0,889.7,1382.4,823.3,1,0,53
THERMAL22,16/06/2018,6,1175.3,963.1,1377.2,803.5,1,0,53
THERMAL23,16/06/2018,6,1194.7,856.0,1377.1,813.3,1,0,53
THERMAL24,16/06/2018,6,1396.8,537.2,1367.3,515.1,1,0,53
THERMAL25,16/06/2018,6,2138.8,596.6,2496.9,543.2,1,0,53
THERMAL01,16/06/2018,7,265.5,180.4,304.6,179.2,1,0,54
THERMAL02,16/06/2018,7,284.1,181.7,253.5,188.6,1,0,54
THERMAL03,16/06/2018,7,271.3,200.0,276.6,223.1,1,0,54
THERMAL04,16/06/2018,7,410.5,346.3,431.9,291.9,1,0,54
THERMAL05,16/06/2018,7,466.7,316.8,451.7,319.5,1,0,54
THERMAL06,16/06/2018,7,1423.3,1076.2,1554.3,951.8,1,0,54
THERMAL07,16/06/2018,7,1249.2,923.5,1195.0,823.5,1,0,54
THERMAL08,16/06/2018,7,1313.9,922.5,1246.8,902.4,1,0,54
THERMAL09,16/06/2018,7,1201.9,830.8,1270.2,877.0,1,0,54
